Emotion,Factor,Scenario,PANAS_Response
Fear,Injury Fears,"Imagine you are in the following situation: A nurse approaches you with a syringe in hand, and you feel a pang of anxiety as the needle pierces your skin, injecting a medication into your body.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 2
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness in this situation. Additionally, you are feeling a moderate level of irritability and jitteriness. On the other hand, you are not feeling particularly interested, excited, proud, guilty, hostile, ashamed, inspired, or determined."
Fear,Injury Fears,"Imagine you are in the following situation: You watch in disbelief as others around you, lined up in a clinic, wince at the prick of needles, their expressions mirroring your own fear and discomfort.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently experiencing high levels of distress, fear, and nervousness, moderate levels of excitement, and irritability, and low levels of interest, enthusiasm, and pride. I am also somewhat alert, determined, attentive, and active. I am not feeling ashamed, guilty, hostile, or proud."
Fear,Injury Fears,"Imagine you are in the following situation: Standing in a hospital ward, you see sick people lying in beds, their faces pale and weary, some coughing and struggling to catch their breath.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 5

This is a self-assessment of my emotional state in the described situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Fear,Injury Fears,"Imagine you are in the following situation: Peering through a glass window, you witness a surgical operation in progress, the sterile room filled with the sound of equipment, and the sight of surgeons meticulously working on a patient's exposed body.","1. Interested: 1
2. Distressed: 2
3. Excited: 3
4. Upset: 2
5. Strong: 1
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 2
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 4

The situation described would likely elicit feelings of interest, excitement, and distress due to the nature of the surgical operation. Additionally, feelings of alertness, attentiveness, and nervousness may arise from observing the procedure. Fear and being scared are also common responses to witnessing such a situation. The other emotions listed are not directly related to the described scenario."
Fear,Injury Fears,"Imagine you are in the following situation: The sight of human blood splattered on the floor leaves you unsettled, the crimson pools contrasting starkly with the sterile surroundings of a medical facility.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 5
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, upset, scared, and irritable, with high levels of nervousness and fear. I am also experiencing low levels of interest, excited, enthusiastic, proud, determined, and alert. My levels of guilt, hostile, and ashamed are moderate, while my levels of inspired, active, and attentive are moderate to high."
Fear,Injury Fears,"Imagine you are in the following situation: As you enter a veterinary clinic, the pungent smell of animal blood lingers in the air, mixing with the sound of distressed whimpers from injured pets.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 4

This is a self-assessment of how I might feel in the described situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Fear,Injury Fears,"Imagine you are in the following situation: The distinctive smell of antiseptics and disinfectants fills your nostrils as you enter a medical facility, the overpowering scent triggering memories of previous hospital visits.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 2
20. Afraid: 5

Based on the PANAS questionnaire, I am currently feeling distressed, scared, nervous, and irritable to a moderate or high degree. I am also feeling alert, attentive, and active to a moderate degree. I am feeling interested, excited, enthusiastic, proud, determined, and inspired to a low degree. I am not feeling guilty, hostile, strong, upset, or ashamed."
Fear,Injury Fears,Imagine you are in the following situation: You tense your arms when you wait to receive the shot from the nurse to treat the spider bite; your heart races and your palms become sweaty.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness in this situation. However, you are also feeling excited and determined to face the challenge. It's important to remember that these feelings are normal and can help you stay focused and motivated. If these feelings become overwhelming, it may be helpful to take a moment to breathe deeply and remind yourself that you are prepared and capable of handling the situation."
Fear,Injury Fears,Imagine you are in the following situation: Your heart quickens and your veins constrict as the lab tech wraps the rubber band around your arm; your face is flushed and when you see the needle you begin to feel sick.,"1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness in this situation. Additionally, you are feeling somewhat excited, interested, and irritable. Your levels of enthusiasm, pride, guilt, hostility, and determination are relatively low."
Fear,Dangerous Environments,Imagine you are in the following situation: You are walking alone in an isolated but familiar area when a menacing stranger suddenly jumps out of the bushes to attack you.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 1
7. Scared: 5
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This is a hypothetical situation, and I don't have personal feelings or emotions. However, based on the scenario, it's reasonable to assume that I would feel distressed, scared, and alert, among other emotions."
Fear,Dangerous Environments,"Imagine you are in the following situation: You are alone in an elevator late at night. As it stops and the doors open, a menacing stranger rushes in to attack you, blocking the door.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 1
7. Scared: 5
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 5
19. Active: 4
20. Afraid: 5

This is a hypothetical situation, and I don't have personal feelings or emotions. However, based on the scenario, it's reasonable to assume that I would feel distressed, scared, and alert, among other emotions."
Fear,Dangerous Environments,"Imagine you are in the following situation: You are alone in a car on your way home. While stopped at a traffic signal, an angry stranger begins banging on your car window and yelling threatening things at you.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 3
6. Guilty: 1
7. Scared: 5
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This situation would likely make me feel distressed, upset, scared, and hostile. I would also feel alert, attentive, and determined to ensure my safety. I would not feel interested, excited, proud, guilty, ashamed, inspired, or nervous in this situation. I would feel irritable and jittery due to the threatening nature of the encounter. I would not feel active or afraid in this situation as those emotions are not applicable to being in a car."
Fear,Dangerous Environments,"Imagine you are in the following situation: Driving along a two-lane road, you see in your rearview mirror that a car is dangerously tailgating you. They cannot pass and begin honking their horn aggressively at you while continuing to follow too closely.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 5
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This situation would likely make me feel distressed, upset, scared, and irritable. I would also feel alert and attentive as I need to focus on driving safely. The honking and tailgating behavior of the other driver may make me feel hostile and nervous. However, I would not feel interested, excited, proud, guilty, ashamed, or inspired in this situation. I would be determined to ensure my safety and the safety of others on the road."
Fear,Dangerous Environments,"Imagine you are in the following situation: It is past midnight and you are walking through an unfamiliar part of town, As you round a corner, you accidentally run into a man. He becomes angry and shoves you.","1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 2
6. Guilty: 0
7. Scared: 5
8. Hostile: 4
9. Enthusiastic: 3
10. Proud: 0
11. Irritable: 4
12. Alert: 5
13. Ashamed: 0
14. Inspired: 0
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 4
20. Afraid: 5

This is a hypothetical situation, and I don't have personal feelings. However, based on the scenario, I would rate my feelings as follows:

1. Interested: I am not interested in the situation as it is not relevant to my purpose.
2. Distressed: I am distressed because I was shoved, which is an unwanted and potentially harmful action.
3. Excited: I am not excited, as the situation is not positive or enjoyable.
4. Upset: I am upset because I was shoved, which is an"
Fear,Dangerous Environments,"Imagine you are in the following situation: You and someone you do not really know that well are standing around and talking in an empty parking lot. The acquaintance begins to shove and push you. You are unsure whether s/he (same sex as you,) is serious or just kidding around.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 2
7. Scared: 5
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This is a hypothetical situation, and my responses are based on the information provided. In reality, my emotional state would depend on the specific context and my own programming."
Fear,Dangerous Environments,Imagine you are in the following situation: You are outside in a park area at night when you see a menacing stranger with a knife about 30 ft away directly approaching you. It is obvious the person is planning to attack you.,"1. Interested: 1
2. Distressed: 5
3. Excited: 5
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 4
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 5
19. Active: 4
20. Afraid: 5

In this situation, I would feel distressed, excited, upset, scared, hostile, alert, nervous, determined, attentive, jittery, and afraid. I would not feel interested, strong, guilty, proud, enthusiastic, ashamed, inspired, or active."
